traj_tx,traj_ty
72.86,-5.25
72.87,-5.25
72.88,-5.25
72.89,-5.25
72.9,-5.25
72.91,-5.25
72.92,-5.25
72.93,-5.25
72.94,-5.25
72.95,-5.25
72.96000000000001,-5.25
72.97,-5.25
72.98,-5.25
72.99,-5.25
73.0,-5.25
73.01,-5.25
73.02,-5.25
73.03,-5.25
73.04,-5.25
73.05,-5.25
73.06,-5.25
73.07000000000001,-5.25
73.08,-5.25
73.09,-5.25
73.10000000000001,-5.25
73.11,-5.25
73.12,-5.25
73.13,-5.25
73.14,-5.25
73.15,-5.25
73.16,-5.25
73.17,-5.25
73.18,-5.25
73.19,-5.25
73.2,-5.25
73.21000000000001,-5.25
73.22,-5.25
73.23,-5.25
73.24,-5.25
73.25,-5.25
73.26,-5.25
73.27,-5.25
73.28,-5.25
73.29,-5.25
73.3,-5.25
73.31,-5.25
73.32000000000001,-5.25
73.33,-5.25
73.34,-5.25
73.35000000000001,-5.25
73.36,-5.25
73.37,-5.25
73.38,-5.25
73.39,-5.25
73.4,-5.25
73.41,-5.25
73.42,-5.25
73.43,-5.25
73.44,-5.25
73.45,-5.25
73.46000000000001,-5.25
73.47,-5.25
73.48,-5.25
73.49,-5.25
73.5,-5.25
73.51,-5.25
73.52,-5.25
73.53,-5.25
73.54,-5.25
73.55,-5.25
73.56,-5.25
73.57000000000001,-5.25
73.58,-5.25
73.59,-5.25
73.60000000000001,-5.25
73.61,-5.25
73.62,-5.25
73.63,-5.25
73.64,-5.25
73.65,-5.25
73.66,-5.25
73.67,-5.25
73.68,-5.25
73.69,-5.25
73.7,-5.25
73.71000000000001,-5.25
73.72,-5.25
73.73,-5.25
73.74,-5.25
73.75,-5.25
73.76,-5.25
73.77,-5.25
73.78,-5.25
73.79,-5.25
73.8,-5.25
73.81,-5.25
73.82000000000001,-5.25
73.83,-5.25
73.84,-5.25
73.85000000000001,-5.25
73.86,-5.25
73.87,-5.25
73.88,-5.25
73.89,-5.25
73.9,-5.25
73.91,-5.25
73.92,-5.25
73.93,-5.25
73.94,-5.25
73.95,-5.25
73.96000000000001,-5.25
73.97,-5.25
73.98,-5.25
73.99,-5.25
74.0,-5.25
74.01,-5.25
74.02,-5.25
74.03,-5.25
74.04,-5.25
74.05,-5.25
74.06,-5.25
74.07000000000001,-5.25
74.08,-5.25
74.09,-5.25
74.10000000000001,-5.25
74.11,-5.25
74.12,-5.25
74.13,-5.25
74.14,-5.25
74.15,-5.25
74.16,-5.25
74.17,-5.25
74.18,-5.25
74.19,-5.25
74.2,-5.25
74.21000000000001,-5.25
74.22,-5.25
74.23,-5.25
74.24,-5.25
74.25,-5.25
74.26,-5.25
74.27,-5.25
74.28,-5.25
74.29,-5.25
74.3,-5.25
74.31,-5.25
74.32000000000001,-5.25
74.33,-5.25
74.34,-5.25
74.35000000000001,-5.25
74.36,-5.25
74.37,-5.25
74.38,-5.25
74.39,-5.25
74.4,-5.25
74.41,-5.25
74.42,-5.25
74.43,-5.25
74.44,-5.25
74.45,-5.25
74.46000000000001,-5.25
74.47,-5.25
74.48,-5.25
74.49,-5.25
74.5,-5.25
74.51,-5.25
74.52,-5.25
74.53,-5.25
74.54,-5.25
74.55,-5.25
74.56,-5.25
74.57000000000001,-5.25
74.58,-5.25
74.59,-5.25
74.60000000000001,-5.25
74.61,-5.25
74.62,-5.25
74.63,-5.25
74.64,-5.25
74.65,-5.25
74.66,-5.25
74.67,-5.25
74.68,-5.25
74.69,-5.25
74.7,-5.25
74.71000000000001,-5.25
74.72,-5.25
74.73,-5.25
74.74,-5.25
74.75,-5.25
74.76,-5.25
74.77,-5.25
74.78,-5.25
74.79,-5.25
74.8,-5.25
74.81,-5.25
74.82000000000001,-5.25
74.83,-5.25
74.84,-5.25
74.85000000000001,-5.25
74.86,-5.25
74.87,-5.25
74.88,-5.25
74.89,-5.25
74.9,-5.25
74.91,-5.25
74.92,-5.25
74.93,-5.25
74.94,-5.25
74.95,-5.25
74.96000000000001,-5.25
74.97,-5.25
74.98,-5.25
74.99,-5.25
75.0,-5.25
75.01,-5.25
75.02,-5.25
75.03,-5.25
75.04,-5.25
75.05,-5.25
75.06,-5.25
75.07000000000001,-5.25
75.08,-5.25
75.09,-5.25
75.10000000000001,-5.25
75.11,-5.25
75.12,-5.25
75.13,-5.25
75.14,-5.25
75.15,-5.25
75.16,-5.25
75.17,-5.25
75.18,-5.25
75.19,-5.25
75.2,-5.25
75.21000000000001,-5.25
75.22,-5.25
75.23,-5.25
75.24,-5.25
75.25,-5.25
75.26,-5.25
75.27,-5.25
75.28,-5.25
75.29,-5.25
75.3,-5.25
75.31,-5.25
75.32000000000001,-5.25
75.33,-5.25
75.34,-5.25
75.35000000000001,-5.25
75.36,-5.25
75.37,-5.25
75.38,-5.25
75.39,-5.25
75.4,-5.25
75.41,-5.25
75.42,-5.25
75.43,-5.25
75.44,-5.25
75.45,-5.25
75.46000000000001,-5.25
75.47,-5.25
75.48,-5.25
75.49,-5.25
75.5,-5.25
75.51,-5.25
75.52,-5.25
75.53,-5.25
75.54,-5.25
75.55,-5.25
75.56,-5.25
75.57000000000001,-5.25
75.58,-5.25
75.59,-5.25
75.60000000000001,-5.25
75.61,-5.25
75.62,-5.25
75.63,-5.25
75.64,-5.25
75.65,-5.25
75.66,-5.25
75.67,-5.25
75.68,-5.25
75.69,-5.25
75.7,-5.25
75.71000000000001,-5.25
75.72,-5.25
75.73,-5.25
75.74,-5.25
75.75,-5.25
75.76,-5.25
75.77,-5.25
75.78,-5.25
75.79,-5.25
75.8,-5.25
75.81,-5.25
75.82000000000001,-5.25
75.83,-5.25
75.84,-5.25
75.85000000000001,-5.25
75.86,-5.25
75.87,-5.25
75.88,-5.25
75.89,-5.25
75.9,-5.25
75.91,-5.25
75.92,-5.25
75.93,-5.25
75.94,-5.25
75.95,-5.25
75.96000000000001,-5.25
75.97,-5.25
75.98,-5.25
75.99,-5.25
76.0,-5.25
76.01,-5.25
76.02,-5.25
76.03,-5.25
76.04,-5.25
76.05,-5.25
76.06,-5.25
76.07000000000001,-5.25
76.08,-5.25
76.09,-5.25
76.10000000000001,-5.25
76.11,-5.25
76.12,-5.25
76.13,-5.25
76.14,-5.25
76.15,-5.25
76.16,-5.25
76.17,-5.25
76.18,-5.25
76.19,-5.25
76.2,-5.25
76.21000000000001,-5.25
76.22,-5.25
76.23,-5.25
76.24,-5.25
76.25,-5.25
76.26,-5.25
76.27,-5.25
76.28,-5.25
76.29,-5.25
76.3,-5.25
76.31,-5.25
76.32000000000001,-5.25
76.33,-5.25
76.34,-5.25
76.35000000000001,-5.25
76.36,-5.25
76.37,-5.25
76.38,-5.25
76.39,-5.25
76.4,-5.25
76.41,-5.25
76.42,-5.25
76.43,-5.25
76.44,-5.25
76.45,-5.25
76.46000000000001,-5.25
76.47,-5.25
76.48,-5.25
76.49,-5.25
76.5,-5.25
76.51,-5.25
76.52,-5.25
76.53,-5.25
76.54,-5.25
76.55,-5.25
76.56,-5.25
76.57000000000001,-5.25
76.58,-5.25
76.59,-5.25
76.60000000000001,-5.25
76.61,-5.25
76.62,-5.25
76.63,-5.25
76.64,-5.25
76.65,-5.25
76.66,-5.25
76.67,-5.25
76.68,-5.25
76.69,-5.25
76.7,-5.25
76.71000000000001,-5.25
76.72,-5.25
76.73,-5.25
76.74,-5.25
76.75,-5.25
76.76,-5.25
76.77,-5.25
76.78,-5.25
76.79,-5.25
76.8,-5.25
76.81,-5.25
76.82000000000001,-5.25
76.83,-5.25
76.84,-5.25
76.85000000000001,-5.25
76.86,-5.25
76.87,-5.25
76.88,-5.25
76.89,-5.25
76.9,-5.25
76.91,-5.25
76.92,-5.25
76.93,-5.25
76.94,-5.25
76.95,-5.25
76.96000000000001,-5.25
76.97,-5.25
76.98,-5.25
76.99,-5.25
77.0,-5.25
77.01,-5.25
77.02,-5.25
77.03,-5.25
77.04,-5.25
77.05,-5.25
77.06,-5.25
77.07000000000001,-5.25
77.08,-5.25
77.09,-5.25
77.10000000000001,-5.25
77.11,-5.25
77.12,-5.25
77.13,-5.25
77.14,-5.25
77.15,-5.25
77.16,-5.25
77.17,-5.25
77.18,-5.25
77.19,-5.25
77.2,-5.25
77.21000000000001,-5.25
77.22,-5.25
77.23,-5.25
77.24,-5.25
77.25,-5.25
77.26,-5.25
77.27,-5.25
77.28,-5.25
77.29,-5.25
77.3,-5.25
77.31,-5.25
77.32000000000001,-5.25
77.33,-5.25
77.34,-5.25
77.35000000000001,-5.25
77.36,-5.25
77.37,-5.25
77.38,-5.25
77.39,-5.25
77.4,-5.25
77.41,-5.25
77.42,-5.25
77.43,-5.25
77.44,-5.25
77.45,-5.25
77.46000000000001,-5.25
77.47,-5.25
77.48,-5.25
77.49,-5.25
77.5,-5.25
77.51,-5.25
77.52,-5.25
77.53,-5.25
77.54,-5.25
77.55,-5.25
77.56,-5.25
77.57000000000001,-5.25
77.58,-5.25
77.59,-5.25
77.60000000000001,-5.25
77.61,-5.25
77.62,-5.25
77.63,-5.25
77.64,-5.25
77.65,-5.25
77.66,-5.25
77.67,-5.25
77.68,-5.25
77.69,-5.25
77.7,-5.25
77.71000000000001,-5.25
77.72,-5.25
77.73,-5.25
77.74,-5.25
77.75,-5.25
77.76,-5.25
77.77,-5.25
77.78,-5.25
77.79,-5.25
77.8,-5.25
77.81,-5.25
77.82000000000001,-5.25
77.83,-5.25
77.84,-5.25
77.85000000000001,-5.25
77.86,-5.25
77.87,-5.25
77.88,-5.25
77.89,-5.25
77.9,-5.25
77.91,-5.25
77.92,-5.25
77.93,-5.25
77.94,-5.25
77.95,-5.25
77.96000000000001,-5.25
77.97,-5.25
77.98,-5.25
77.99,-5.25
78.0,-5.25
78.01,-5.25
78.02,-5.25
78.03,-5.25
78.04,-5.25
78.05,-5.25
78.06,-5.25
78.07000000000001,-5.25
78.08,-5.25
78.09,-5.25
78.10000000000001,-5.25
78.11,-5.25
78.12,-5.25
78.13,-5.25
78.14,-5.25
78.15,-5.25
78.16,-5.25
78.17,-5.25
78.18,-5.25
78.19,-5.25
78.2,-5.25
78.21000000000001,-5.25
78.22,-5.25
78.23,-5.25
78.24,-5.25
78.25,-5.25
78.26,-5.25
78.27,-5.25
78.28,-5.25
78.29,-5.25
78.3,-5.25
78.31,-5.25
78.32000000000001,-5.25
78.33,-5.25
78.34,-5.25
78.35000000000001,-5.25
78.36,-5.25
78.37,-5.25
78.38,-5.25
78.39,-5.25
78.4,-5.25
78.41,-5.25
78.42,-5.25
78.43,-5.25
78.44,-5.25
78.45,-5.25
78.46000000000001,-5.25
78.47,-5.25
78.48,-5.25
78.49,-5.25
78.5,-5.25
78.51,-5.25
78.52,-5.25
78.53,-5.25
78.54,-5.25
78.55,-5.25
78.56,-5.25
78.57000000000001,-5.25
78.58,-5.25
78.59,-5.25
78.60000000000001,-5.25
78.61,-5.25
78.62,-5.25
78.63,-5.25
78.64,-5.25
78.65,-5.25
78.66,-5.25
78.67,-5.25
78.68,-5.25
78.69,-5.25
78.7,-5.25
78.71000000000001,-5.25
78.72,-5.25
78.73,-5.25
78.74,-5.25
78.75,-5.25
78.76,-5.25
78.77,-5.25
78.78,-5.25
78.79,-5.25
78.8,-5.25
78.81,-5.25
78.82000000000001,-5.25
78.83,-5.25
78.84,-5.25
78.85000000000001,-5.25
78.86,-5.25
78.87,-5.25
78.88,-5.25
78.89,-5.25
78.9,-5.25
78.91,-5.25
78.92,-5.25
78.93,-5.25
78.94,-5.25
78.95,-5.25
78.96000000000001,-5.25
78.97,-5.25
78.98,-5.25
78.99,-5.25
79.0,-5.25
79.01,-5.25
79.02,-5.25
79.03,-5.25
79.04,-5.25
79.05,-5.25
79.06,-5.25
79.07000000000001,-5.25
79.08,-5.25
79.09,-5.25
79.10000000000001,-5.25
79.11,-5.25
79.12,-5.25
79.13,-5.25
79.14,-5.25
79.15,-5.25
79.16,-5.25
79.17,-5.25
79.18,-5.25
79.19,-5.25
79.2,-5.25
79.21000000000001,-5.25
79.22,-5.25
79.23,-5.25
79.24,-5.25
79.25,-5.25
79.26,-5.25
79.27,-5.25
79.28,-5.25
79.29,-5.25
79.3,-5.25
79.31,-5.25
79.32000000000001,-5.25
79.33,-5.25
79.34,-5.25
79.35000000000001,-5.25
79.36,-5.25
79.37,-5.25
79.38,-5.25
79.39,-5.25
79.4,-5.25
79.41,-5.25
79.42,-5.25
79.43,-5.25
79.44,-5.25
79.45,-5.25
79.46000000000001,-5.25
79.47,-5.25
79.48,-5.25
79.49,-5.25
79.5,-5.25
79.51,-5.25
79.52,-5.25
79.53,-5.25
79.54,-5.25
79.55,-5.25
79.56,-5.25
79.57000000000001,-5.25
79.58,-5.25
79.59,-5.25
79.60000000000001,-5.25
79.61,-5.25
79.62,-5.25
79.63,-5.25
79.64,-5.25
79.65,-5.25
79.66,-5.25
79.67,-5.25
79.68,-5.25
79.69,-5.25
79.7,-5.25
79.71000000000001,-5.25
79.72,-5.25
79.73,-5.25
79.74,-5.25
79.75,-5.25
79.76,-5.25
79.77,-5.25
79.78,-5.25
79.79,-5.25
79.8,-5.25
79.81,-5.25
79.82000000000001,-5.25
79.83,-5.25
79.84,-5.25
79.85000000000001,-5.25
79.86,-5.25
79.87,-5.25
79.88,-5.25
79.89,-5.25
79.9,-5.25
79.91,-5.25
79.92,-5.25
79.93,-5.25
79.94,-5.25
79.95,-5.25
79.96000000000001,-5.25
79.97,-5.25
79.98,-5.25
79.99,-5.25
80.0,-5.25
80.01,-5.25
80.02,-5.25
80.03,-5.25
80.04,-5.25
80.05,-5.25
80.06,-5.25
80.07000000000001,-5.25
80.08,-5.25
80.09,-5.25
80.10000000000001,-5.25
80.11,-5.25
80.12,-5.25
80.13,-5.25
80.14,-5.25
80.15,-5.25
80.16,-5.25
80.17,-5.25
80.18,-5.25
80.19,-5.25
80.2,-5.25
80.21000000000001,-5.25
80.22,-5.25
80.23,-5.25
80.24,-5.25
80.25,-5.25
80.26,-5.25
80.27,-5.25
80.28,-5.25
80.29,-5.25
80.3,-5.25
80.31,-5.25
80.32000000000001,-5.25
80.33,-5.25
80.34,-5.25
80.35000000000001,-5.25
80.36,-5.25
80.37,-5.25
80.38,-5.25
80.39,-5.25
80.4,-5.25
80.41,-5.25
80.42,-5.25
80.43,-5.25
80.44,-5.25
80.45,-5.25
80.46000000000001,-5.25
80.47,-5.25
80.48,-5.25
80.49,-5.25
80.5,-5.25
80.51,-5.25
80.52,-5.25
80.53,-5.25
80.54,-5.25
80.55,-5.25
80.56,-5.25
80.57000000000001,-5.25
80.58,-5.25
80.59,-5.25
80.60000000000001,-5.25
80.61,-5.25
80.62,-5.25
80.63,-5.25
80.64,-5.25
80.65,-5.25
80.66,-5.25
80.67,-5.25
80.68,-5.25
80.69,-5.25
80.7,-5.25
80.71000000000001,-5.25
80.72,-5.25
80.73,-5.25
80.74,-5.25
80.75,-5.25
80.76,-5.25
80.77,-5.25
80.78,-5.25
80.79,-5.25
80.8,-5.25
80.81,-5.25
80.82000000000001,-5.25
80.83,-5.25
80.84,-5.25
80.85000000000001,-5.25
80.86,-5.25
80.87,-5.25
80.88,-5.25
80.89,-5.25
80.9,-5.25
80.91,-5.25
80.92,-5.25
80.93,-5.25
80.94,-5.25
80.95,-5.25
80.96000000000001,-5.25
80.97,-5.25
80.98,-5.25
80.99,-5.25
81.0,-5.25
81.01,-5.25
81.02,-5.25
81.03,-5.25
81.04,-5.25
81.05,-5.25
81.06,-5.25
81.07000000000001,-5.25
81.08,-5.25
81.09,-5.25
81.10000000000001,-5.25
81.11,-5.25
81.12,-5.25
81.13,-5.25
81.14,-5.25
81.15,-5.25
81.16,-5.25
81.17,-5.25
81.18,-5.25
81.19,-5.25
81.2,-5.25
81.21000000000001,-5.25
81.22,-5.25
81.23,-5.25
81.24,-5.25
81.25,-5.25
81.26,-5.25
81.27,-5.25
81.28,-5.25
81.29,-5.25
81.3,-5.25
81.31,-5.25
81.32000000000001,-5.25
81.33,-5.25
81.34,-5.25
81.35000000000001,-5.25
81.36,-5.25
81.37,-5.25
81.38,-5.25
81.39,-5.25
81.4,-5.25
81.41,-5.25
81.42,-5.25
81.43,-5.25
81.44,-5.25
81.45,-5.25
81.46000000000001,-5.25
81.47,-5.25
81.48,-5.25
81.49,-5.25
81.5,-5.25
81.51,-5.25
81.52,-5.25
81.53,-5.25
81.54,-5.25
81.55,-5.25
81.56,-5.25
81.57000000000001,-5.25
81.58,-5.25
81.59,-5.25
81.60000000000001,-5.25
81.61,-5.25
81.62,-5.25
81.63,-5.25
81.64,-5.25
81.65,-5.25
81.66,-5.25
81.67,-5.25
81.68,-5.25
81.69,-5.25
81.7,-5.25
81.71000000000001,-5.25
81.72,-5.25
81.73,-5.25
81.74,-5.25
81.75,-5.25
81.76,-5.25
81.77,-5.25
81.78,-5.25
81.79,-5.25
81.8,-5.25
81.81,-5.25
81.82000000000001,-5.25
81.83,-5.25
81.84,-5.25
81.85000000000001,-5.25
81.86,-5.25
81.87,-5.25
81.88,-5.25
81.89,-5.25
81.9,-5.25
81.91,-5.25
81.92,-5.25
81.93,-5.25
81.94,-5.25
81.95,-5.25
81.96000000000001,-5.25
81.97,-5.25
81.98,-5.25
81.99,-5.25
82.0,-5.25
82.01,-5.25
82.02,-5.25
82.03,-5.25
82.04,-5.25
82.05,-5.25
82.06,-5.25
82.07000000000001,-5.25
82.08,-5.25
82.09,-5.25
82.10000000000001,-5.25
82.11,-5.25
82.12,-5.25
82.13,-5.25
82.14,-5.25
82.15,-5.25
82.16,-5.25
82.17,-5.25
82.18,-5.25
82.19,-5.25
82.2,-5.25
82.21000000000001,-5.25
82.22,-5.25
82.23,-5.25
82.24,-5.25
82.25,-5.25
82.26,-5.25
82.27,-5.25
82.28,-5.25
82.29,-5.25
82.3,-5.25
82.31,-5.25
82.32000000000001,-5.25
82.33,-5.25
82.34,-5.25
82.35000000000001,-5.25
82.36,-5.25
82.37,-5.25
82.38,-5.25
82.39,-5.25
82.4,-5.25
82.41,-5.25
82.42,-5.25
82.43,-5.25
82.44,-5.25
82.45,-5.25
82.46000000000001,-5.25
82.47,-5.25
82.48,-5.25
82.49,-5.25
82.5,-5.25
82.51,-5.25
82.52,-5.25
82.53,-5.25
82.54,-5.25
82.55,-5.25
82.56,-5.25
82.57000000000001,-5.25
82.58,-5.25
82.59,-5.25
82.60000000000001,-5.25
82.61,-5.25
82.62,-5.25
82.63,-5.25
82.64,-5.25
82.65,-5.25
82.66,-5.25
82.67,-5.25
82.68,-5.25
82.69,-5.25
82.7,-5.25
82.71000000000001,-5.25
82.72,-5.25
82.73,-5.25
82.74,-5.25
82.75,-5.25
82.76,-5.25
82.77,-5.25
82.78,-5.25
82.79,-5.25
82.8,-5.25
82.81,-5.25
82.82000000000001,-5.25
82.83,-5.25
82.84,-5.25
82.85000000000001,-5.25
82.86,-5.25
82.87,-5.25
82.88,-5.25
82.89,-5.25
82.9,-5.25
82.91,-5.25
82.92,-5.25
82.93,-5.25
82.94,-5.25
82.95,-5.25
82.96000000000001,-5.25
82.97,-5.25
82.98,-5.25
82.99,-5.25
83.0,-5.25
83.01,-5.25
83.02,-5.25
83.03,-5.25
83.04,-5.25
83.05,-5.25
83.06,-5.25
83.07000000000001,-5.25
83.08,-5.25
83.09,-5.25
83.10000000000001,-5.25
83.11,-5.25
83.12,-5.25
83.13,-5.25
83.14,-5.25
83.15,-5.25
83.16,-5.25
83.17,-5.25
83.18,-5.25
83.19,-5.25
83.2,-5.25
83.21000000000001,-5.25
83.22,-5.25
83.23,-5.25
83.24,-5.25
83.25,-5.25
83.26,-5.25
83.27,-5.25
83.28,-5.25
83.29,-5.25
83.3,-5.25
83.31,-5.25
83.32000000000001,-5.25
83.33,-5.25
83.34,-5.25
83.35000000000001,-5.25
83.36,-5.25
83.37,-5.25
83.38,-5.25
83.39,-5.25
83.4,-5.25
83.41,-5.25
83.42,-5.25
83.43,-5.25
83.44,-5.25
83.45,-5.25
83.46000000000001,-5.25
83.47,-5.25
83.48,-5.25
83.49,-5.25
83.5,-5.25
83.51,-5.25
83.52,-5.25
83.53,-5.25
83.54,-5.25
83.55,-5.25
83.56,-5.25
83.57000000000001,-5.25
83.58,-5.25
83.59,-5.25
83.60000000000001,-5.25
83.61,-5.25
83.62,-5.25
83.63,-5.25
83.64,-5.25
83.65,-5.25
83.66,-5.25
83.67,-5.25
83.68,-5.25
83.69,-5.25
83.7,-5.25
83.71000000000001,-5.25
83.72,-5.25
83.73,-5.25
83.74,-5.25
83.75,-5.25
83.76,-5.25
83.77,-5.25
83.78,-5.25
83.79,-5.25
83.8,-5.25
83.81,-5.25
83.82000000000001,-5.25
83.83,-5.25
83.84,-5.25
83.85000000000001,-5.25
83.86,-5.25
83.87,-5.25
83.88,-5.25
83.89,-5.25
83.9,-5.25
83.91,-5.25
83.92,-5.25
83.93,-5.25
83.94,-5.25
83.95,-5.25
83.96000000000001,-5.25
83.97,-5.25
83.98,-5.25
83.99,-5.25
84.0,-5.25
84.01,-5.25
84.02,-5.25
84.03,-5.25
84.04,-5.25
84.05,-5.25
84.06,-5.25
84.07000000000001,-5.25
84.08,-5.25
84.09,-5.25
84.10000000000001,-5.25
84.11,-5.25
84.12,-5.25
84.13,-5.25
84.14,-5.25
84.15,-5.25
84.16,-5.25
84.17,-5.25
84.18,-5.25
84.19,-5.25
84.2,-5.25
84.21000000000001,-5.25
84.22,-5.25
84.23,-5.25
84.24,-5.25
84.25,-5.25
84.26,-5.25
84.27,-5.25
84.28,-5.25
84.29,-5.25
84.3,-5.25
84.31,-5.25
84.32000000000001,-5.25
84.33,-5.25
84.34,-5.25
84.35000000000001,-5.25
84.36,-5.25
84.37,-5.25
84.38,-5.25
84.39,-5.25
84.4,-5.25
84.41,-5.25
84.42,-5.25
84.43,-5.25
84.44,-5.25
84.45,-5.25
84.46000000000001,-5.25
84.47,-5.25
84.48,-5.25
84.49,-5.25
84.5,-5.25
84.51,-5.25
84.52,-5.25
84.53,-5.25
84.54,-5.25
84.55,-5.25
84.56,-5.25
84.57000000000001,-5.25
84.58,-5.25
84.59,-5.25
84.60000000000001,-5.25
84.61,-5.25
84.62,-5.25
84.63,-5.25
84.64,-5.25
84.65,-5.25
84.66,-5.25
84.67,-5.25
84.68,-5.25
84.69,-5.25
84.7,-5.25
84.71000000000001,-5.25
84.72,-5.25
84.73,-5.25
84.74,-5.25
84.75,-5.25
84.76,-5.25
84.77,-5.25
84.78,-5.25
84.79,-5.25
84.8,-5.25
84.81,-5.25
84.82000000000001,-5.25
84.83,-5.25
84.84,-5.25
84.85000000000001,-5.25
84.86,-5.25
84.87,-5.25
84.88,-5.25
84.89,-5.25
84.9,-5.25
84.91,-5.25
84.92,-5.25
84.93,-5.25
84.94,-5.25
84.95,-5.25
84.96000000000001,-5.25
84.97,-5.25
84.98,-5.25
84.99,-5.25
85.0,-5.25
85.0,-5.25
85.01,-5.249997622390519
85.02,-5.249990493790815
85.03,-5.249978620544
85.04,-5.249962008993185
85.05,-5.249940665481482
85.06,-5.249914596352
85.07,-5.249883807947852
85.08,-5.249848306612148
85.09,-5.249808098688
85.1,-5.249763190518519
85.11,-5.249713588446815
85.12,-5.249659298816
85.13,-5.249600327969185
85.14,-5.249536682249482
85.15,-5.2494683680000005
85.16,-5.249395391563851
85.17,-5.249317759284149
85.18,-5.2492354775039995
85.19,-5.249148552566519
85.2,-5.249056990814815
85.21,-5.248960798592
85.22,-5.248859982241186
85.23,-5.248754548105481
85.24,-5.248644502528
85.25,-5.248529851851852
85.26,-5.248410602420148
85.27,-5.248286760576
85.28,-5.248158332662519
85.29,-5.248025325022814
85.3,-5.247887744
85.31,-5.247745595937185
85.32,-5.247598887177482
85.33,-5.247447624064
85.34,-5.247291812939851
85.35,-5.247131460148148
85.36,-5.246966572032
85.37,-5.2467971549345185
85.38,-5.246623215198816
85.39,-5.246444759168
85.4,-5.246261793185185
85.41,-5.246074323593481
85.42,-5.245882356736
85.43,-5.245685898955851
85.44,-5.245484956596148
85.45,-5.245279536
85.46,-5.245069643510519
85.47,-5.244855285470814
85.48,-5.244636468224
85.49,-5.244413198113186
85.5,-5.244185481481481
85.51,-5.243953324672
85.52,-5.243716734027852
85.53,-5.243475715892148
85.54,-5.243230276607999
85.55,-5.242980422518519
85.56,-5.242726159966814
85.57,-5.242467495296
85.58,-5.242204434849185
85.59,-5.241936984969482
85.6,-5.2416651519999995
85.61,-5.241388942283852
85.62,-5.241108362164148
85.63,-5.240823417984
85.64,-5.240534116086518
85.65,-5.240240462814815
85.66,-5.2399424645120005
85.67,-5.239640127521185
85.68,-5.239333458185482
85.69,-5.239022462848
85.7,-5.238707147851852
85.71,-5.238387519540148
85.72,-5.2380635842559995
85.73,-5.237735348342518
85.74,-5.237402818142815
85.75,-5.237066
85.76,-5.236724900257185
85.77,-5.236379525257481
85.78,-5.236029881344001
85.79,-5.235675974859851
85.8,-5.235317812148148
85.81,-5.234955399552
85.82,-5.234588743414519
85.83,-5.234217850078815
85.84,-5.233842725888
85.85,-5.233463377185186
85.86,-5.233079810313481
85.87,-5.232692031616
85.88,-5.232300047435852
85.89,-5.231903864116148
85.9,-5.231503488
85.91,-5.231098925430519
85.92,-5.230690182750815
85.93,-5.230277266304
85.94,-5.2298601824331845
85.95,-5.229438937481482
85.96,-5.229013537792
85.97,-5.228583989707852
85.98,-5.228150299572148
85.99,-5.227712473728
86.0,-5.227270518518518
86.01,-5.226824440286815
86.02,-5.226374245376
86.03,-5.225919940129185
86.04,-5.225461530889481
86.05,-5.224999024000001
86.06,-5.224532425803852
86.07,-5.224061742644149
86.08,-5.223586980864
86.09,-5.223108146806519
86.1,-5.2226252468148155
86.11,-5.222138287232
86.12,-5.221647274401185
86.13,-5.221152214665481
86.14,-5.220653114368
86.15,-5.220149979851851
86.16,-5.219642817460149
86.17,-5.219131633536
86.18,-5.218616434422518
86.19,-5.218097226462815
86.2,-5.217574016
86.21,-5.217046809377186
86.22,-5.2165156129374814
86.23,-5.215980433024
86.24,-5.215441275979852
86.25,-5.214898148148148
86.26,-5.214351055872
86.27,-5.213800005494519
86.28,-5.213245003358814
86.29,-5.212686055808
86.3,-5.212123169185185
86.31,-5.211556349833481
86.32,-5.210985604096001
86.33,-5.210410938315852
86.34,-5.209832358836148
86.35,-5.209249872
86.36,-5.208663484150518
86.37,-5.208073201630815
86.38,-5.207479030784
86.39,-5.206880977953185
86.4,-5.206279049481481
86.41,-5.205673251712001
86.42,-5.205063590987852
86.43,-5.204450073652147
86.44,-5.203832706048001
86.45,-5.203211494518518
86.46,-5.202586445406815
86.47,-5.201957565056
86.48,-5.201324859809185
86.49,-5.200688336009482
86.5,-5.200048
86.51,-5.199403858123851
86.52,-5.198755916724148
86.53,-5.198104182143999
86.54,-5.1974486607265185
86.55,-5.196789358814815
86.56,-5.196126282751999
86.57,-5.195459438881185
86.58,-5.194788833545482
86.59,-5.194114473088
86.6,-5.193436363851852
86.61,-5.192754512180148
86.62,-5.192068924416
86.63,-5.191379606902519
86.64,-5.190686565982815
86.65,-5.189989808
86.66,-5.1892893392971855
86.67,-5.188585166217481
86.68,-5.187877295103999
86.69,-5.187165732299852
86.7,-5.186450484148148
86.71,-5.185731556992001
86.72,-5.185008957174519
86.73,-5.184282691038814
86.74,-5.183552764928001
86.75,-5.182819185185185
86.76,-5.182081958153481
86.77,-5.181341090176
86.78,-5.1805965875958515
86.79,-5.179848456756148
86.8,-5.179096704
86.81,-5.178341335670519
86.82,-5.177582358110815
86.83,-5.176819777664
86.84,-5.1760536006731845
86.85,-5.1752838334814815
86.86,-5.174510482432001
86.87,-5.1737335538678515
86.88,-5.172953054132149
86.89,-5.172168989568
86.9,-5.171381366518518
86.91,-5.1705901913268155
86.92,-5.169795470335999
